selling_price,year,km_driven,transmission_type,mileage,engine,max_power,seats,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol
8.0,2020.0,2500,1,15.96,2523.0,63.0,9.0,0,1,0,0,1,0,0,0
0.97,2008.0,60000,1,19.7,796.0,46.3,5.0,0,1,0,0,0,0,0,1
3.2,2018.0,10000,1,23.95,998.0,67.05,5.0,0,1,0,0,0,0,0,1
10.5,2014.0,90000,0,16.96,1968.0,138.03,5.0,1,0,0,0,1,0,0,0
5.15,2018.0,40000,1,22.0,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
4.2,2016.0,19000,1,16.2,1199.0,74.0,5.0,1,0,0,0,0,0,0,1
3.75,2017.0,36036,1,19.69,1198.0,67.04,5.0,1,0,0,0,0,0,0,1
9.5,2018.0,30000,1,23.0,1498.0,98.96,5.0,0,1,0,0,1,0,0,0
4.35,2015.0,28500,1,20.14,1498.0,88.7,5.0,1,0,0,0,1,0,0,0
7.3,2018.0,14000,1,27.39,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
3.6,2015.0,36000,1,21.1,814.0,55.2,5.0,1,0,0,0,0,0,0,1
5.49,2015.0,34105,1,23.9,1582.0,126.2,5.0,1,0,0,0,1,0,0,0
2.35,2012.0,60000,1,18.9,998.0,67.1,5.0,0,1,0,0,0,0,0,1
1.0,2010.0,70000,1,16.0,995.0,63.0,5.0,0,1,0,0,0,0,0,1
82.0,2018.0,16000,0,16.77,2993.0,261.49,5.0,1,0,0,0,1,0,0,0
2.06,2017.0,27500,1,22.7,799.0,53.64,5.0,0,1,0,0,0,0,0,1
2.9,2015.0,36000,1,19.02,1198.0,67.05,7.0,1,0,0,0,0,0,0,1
0.65,2003.0,150000,1,18.9,998.0,67.1,5.0,0,1,0,0,0,0,0,1
6.0,2012.0,120000,0,11.79,2179.0,120.0,8.0,0,1,0,0,1,0,0,0
0.85,2010.0,50000,1,18.0,995.0,62.0,5.0,0,1,0,0,0,0,0,1
7.0,2016.0,39000,1,15.4,1497.0,117.3,7.0,1,0,0,0,0,0,0,1
8.0,2012.0,120000,1,12.99,2494.0,100.6,8.0,0,1,0,0,1,0,0,0
3.93,2014.0,32000,1,18.9,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
4.5,2016.0,9700,1,20.14,1498.0,88.0,5.0,1,0,0,0,1,0,0,0
8.5,2012.0,165000,1,12.8,2494.0,102.0,7.0,0,1,0,0,1,0,0,0
24.0,2018.0,13000,0,12.05,2157.0,178.49,7.0,0,1,0,0,1,0,0,0
10.0,2013.0,98000,1,12.8,2494.0,102.0,8.0,0,1,0,0,1,0,0,0
4.5,2017.0,26000,1,20.14,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
4.15,2017.0,3192,1,20.51,998.0,67.04,5.0,1,0,0,0,0,0,0,1
12.5,2019.0,15000,0,17.0,1591.0,121.3,5.0,0,1,0,0,0,0,0,1
5.4,2016.0,17012,0,19.0,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
6.5,2019.0,5000,1,20.14,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
3.19,2013.0,60000,1,19.1,1197.0,85.8,5.0,0,1,0,0,0,0,0,1
3.25,2014.0,17800,1,19.81,1086.0,68.05,5.0,0,1,0,0,0,0,0,1
4.0,2012.0,70000,1,19.01,1461.0,108.45,5.0,0,1,0,0,1,0,0,0
6.35,2017.0,26000,1,18.7,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
7.0,2015.0,40000,1,20.45,1461.0,83.8,5.0,0,1,0,0,1,0,0,0
2.25,2016.0,30000,1,25.17,799.0,53.3,5.0,0,1,0,0,0,0,0,1
5.0,2016.0,100000,1,27.3,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
7.25,2016.0,16000,1,27.3,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
2.9,2014.0,85000,1,16.47,1198.0,74.0,5.0,0,1,0,0,0,0,0,1
1.0,2009.0,40000,1,15.4,1193.0,65.0,5.0,0,1,0,0,0,0,0,1
3.19,2014.0,43500,1,23.1,998.0,67.04,5.0,1,0,0,0,0,0,0,1
3.0,2009.0,90000,1,14.8,2499.0,80.0,7.0,0,1,0,0,1,0,0,0
6.25,2020.0,1332,1,21.21,1197.0,81.8,5.0,1,0,0,0,0,0,0,1
4.75,2013.0,55204,1,22.9,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
3.5,2011.0,50000,1,23.0,1396.0,90.0,5.0,0,1,0,0,1,0,0,0
10.0,2019.0,24500,1,24.0,1396.0,88.76,5.0,0,1,0,0,1,0,0,0
5.9,2018.0,10261,1,16.78,1496.0,88.73,5.0,1,0,0,0,0,0,0,1
5.0,2016.0,48649,1,25.8,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
4.2,2019.0,15000,1,20.51,998.0,67.04,5.0,0,1,0,0,0,0,0,1
2.45,2016.0,71523,1,18.6,1199.0,76.8,5.0,1,0,0,0,0,0,0,1
8.5,2013.0,40000,1,15.1,2179.0,140.0,7.0,0,1,0,0,1,0,0,0
9.0,2019.0,40000,1,21.5,1497.0,108.5,5.0,0,1,0,0,1,0,0,0
1.0,2005.0,45610,1,16.1,796.0,37.0,4.0,0,1,0,0,0,0,0,1
2.1,2012.0,11500,1,20.92,998.0,67.1,5.0,0,1,0,0,0,0,0,1
0.9,2008.0,40000,1,15.0,1086.0,66.6,5.0,0,1,0,0,0,0,0,1
10.3,2016.0,70000,0,16.0,2179.0,140.0,7.0,0,1,0,0,1,0,0,0
2.7,2016.0,21900,1,20.3,998.0,68.05,5.0,1,0,0,0,0,0,0,1
1.75,2012.0,56000,1,15.37,1196.0,73.0,7.0,1,0,0,0,0,0,0,1
5.25,2013.0,53860,1,14.0,2498.0,112.0,8.0,1,0,0,0,1,0,0,0
4.25,2015.0,70000,1,25.2,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
5.0,2016.0,35000,1,18.16,1196.0,86.8,5.0,1,0,0,0,0,0,0,1
12.5,2017.0,60000,0,16.0,2179.0,140.0,7.0,1,0,0,0,1,0,0,0
4.75,2015.0,65000,1,28.09,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
5.5,2018.0,140000,1,23.4,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
3.0,2013.0,80000,1,17.21,1493.0,100.0,7.0,0,1,0,0,1,0,0,0
4.9,2019.0,7000,0,24.04,999.0,67.0,5.0,0,1,0,0,0,0,0,1
21.0,2014.0,19000,0,16.36,2179.0,187.7,5.0,1,0,0,0,1,0,0,0
3.0,2017.0,70000,1,17.57,1193.0,88.7,5.0,0,1,0,0,0,0,0,1
1.25,2005.0,90000,1,13.0,1343.0,90.0,5.0,0,1,0,0,0,0,0,1
1.2,2007.0,70000,1,17.8,1248.0,75.0,5.0,0,1,0,0,1,0,0,0
4.1,2016.0,34000,1,18.9,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
11.0,2018.0,60000,1,14.1,2179.0,147.94,7.0,0,1,0,0,1,0,0,0
1.3,2009.0,53000,1,0.0,1086.0,62.0,5.0,1,0,0,0,0,0,0,1
3.0,2014.0,59060,1,19.4,1198.0,86.8,5.0,0,1,0,0,0,0,0,1
4.49,2016.0,29432,1,22.27,1498.0,108.6,5.0,1,0,0,0,1,0,0,0
4.99,2016.0,49000,1,16.6,1199.0,88.51,5.0,1,0,0,0,0,0,0,1
1.8,2010.0,120000,1,21.1,1248.0,73.9,5.0,0,1,0,0,1,0,0,0
6.8,2018.0,15000,0,21.21,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
1.2,2007.0,120000,1,16.8,1493.0,110.0,5.0,0,1,0,0,1,0,0,0
4.5,2013.0,60500,1,23.4,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
5.5,2018.0,15000,1,20.89,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
7.5,2017.0,90000,1,24.3,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
7.3,2018.0,50000,1,24.4,1498.0,98.63,5.0,0,1,0,0,1,0,0,0
2.5,2015.0,70000,1,15.37,1196.0,73.0,5.0,0,1,0,0,0,0,0,1
1.75,2013.0,35000,1,14.0,796.0,35.0,5.0,1,0,0,0,0,0,0,1
3.8,2014.0,225000,1,15.96,2523.0,63.0,9.0,0,1,0,0,1,0,0,0
3.35,2013.0,35000,1,16.47,1198.0,73.9,5.0,0,1,0,0,0,0,0,1
6.6,2011.0,180000,1,12.8,2494.0,102.0,7.0,0,1,0,0,1,0,0,0
5.8,2020.0,5600,1,18.9,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
10.2,2018.0,50000,0,21.5,1497.0,108.5,5.0,0,1,0,0,1,0,0,0
5.25,2015.0,23114,1,18.6,1197.0,81.83,5.0,1,0,0,0,0,0,0,1
2.5,2011.0,84815,1,23.59,1364.0,67.04,5.0,1,0,0,0,1,0,0,0
2.0,2007.0,75075,1,17.7,1497.0,78.0,5.0,1,0,0,0,0,0,0,1
5.6,2020.0,15000,1,19.02,1198.0,67.05,5.0,0,1,0,0,0,0,0,1
3.5,2014.0,50000,1,24.0,1120.0,70.0,5.0,1,0,0,0,1,0,0,0
2.59,2012.0,46967,1,16.7,1198.0,88.8,5.0,1,0,0,0,0,0,0,1
4.5,2011.0,40000,1,13.93,2179.0,138.0,7.0,0,1,0,0,1,0,0,0
4.95,2014.0,50000,1,20.45,1461.0,83.8,5.0,1,0,0,0,1,0,0,0
3.89,2012.0,40000,1,17.1,1591.0,121.3,5.0,0,1,0,0,0,0,0,1
5.0,2014.0,15000,1,18.9,1197.0,82.0,5.0,0,1,0,0,0,0,0,1
7.25,2017.0,14636,1,15.9,1496.0,120.69,5.0,1,0,0,0,0,0,0,1
13.99,2017.0,31111,0,19.5,1968.0,141.0,5.0,1,0,0,0,1,0,0,0
3.8,2018.0,20000,1,18.15,1198.0,82.0,6.0,0,1,0,0,0,0,0,1
1.0,2012.0,110000,1,19.7,796.0,35.0,8.0,0,1,0,0,0,0,0,1
8.0,2012.0,250000,1,12.4,1998.0,132.0,8.0,0,1,0,0,0,0,0,1
1.91,2009.0,50000,1,19.81,1086.0,68.05,5.0,1,0,0,0,0,0,0,1
3.4,2013.0,70000,1,23.4,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
2.4,2011.0,38225,1,18.5,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
8.3,2017.0,18000,0,17.21,1197.0,103.5,5.0,1,0,0,0,0,0,0,1
4.5,2018.0,15000,1,22.95,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
2.85,2014.0,33500,1,18.5,1198.0,86.8,5.0,1,0,0,0,0,0,0,1
7.35,2018.0,40000,1,24.3,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
2.5,2015.0,17000,1,18.2,1199.0,82.5,5.0,0,1,0,0,0,0,0,1
4.0,2018.0,20000,1,15.37,1196.0,73.0,5.0,0,1,0,0,0,0,0,1
8.75,2015.0,56210,1,26.0,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
2.75,2015.0,45000,1,19.44,1198.0,67.0,7.0,0,1,0,0,0,0,0,1
0.75,2010.0,11000,1,26.0,624.0,35.0,4.0,1,0,0,0,0,0,0,1
3.99,2016.0,65000,1,22.9,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
6.6,2019.0,25000,1,18.6,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
3.0,2007.0,44621,1,13.0,1343.0,90.0,5.0,1,0,0,0,0,0,0,1
6.0,2018.0,44503,1,18.7,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
3.2,2017.0,60000,1,26.6,998.0,58.16,5.0,0,1,0,1,0,0,0,0
21.5,2016.0,32000,0,17.9,2143.0,134.1,5.0,1,0,0,0,1,0,0,0
3.99,2015.0,59000,1,18.0,1198.0,86.7,5.0,1,0,0,0,0,0,0,1
5.0,2018.0,16000,0,20.89,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
3.25,2015.0,11668,1,23.1,998.0,67.04,5.0,0,1,0,0,0,0,0,1
10.0,2019.0,23000,1,16.55,2498.0,105.0,6.0,0,1,0,0,1,0,0,0
1.2,2011.0,50000,1,18.0,995.0,62.0,5.0,0,1,0,0,0,0,0,1
5.5,2015.0,29000,1,27.39,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
2.1,2013.0,84000,1,25.44,936.0,57.6,5.0,0,1,0,0,1,0,0,0
0.85,2006.0,100000,1,17.0,1086.0,5.0,5.0,0,1,0,0,0,0,0,1
2.0,2010.0,120000,1,11.57,2179.0,138.1,7.0,0,1,0,0,1,0,0,0
13.5,2018.0,105692,1,19.67,1582.0,126.2,5.0,1,0,0,0,1,0,0,0
2.0,2017.0,60000,1,16.8,796.0,34.2,8.0,0,1,0,0,0,0,0,1
2.0,2007.0,60000,1,13.5,1799.0,130.0,5.0,0,1,0,0,0,0,0,1
4.2,2017.0,40000,0,23.1,998.0,67.04,5.0,0,1,0,0,0,0,0,1
7.6,2017.0,100000,1,24.3,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
7.75,2016.0,54000,1,23.65,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
4.7,2013.0,44500,1,19.01,1462.0,103.26,7.0,1,0,0,0,0,0,0,1
4.6,2015.0,62500,1,25.2,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
8.7,2018.0,54400,1,21.7,1498.0,98.96,5.0,1,0,0,0,1,0,0,0
5.25,2010.0,48000,1,12.8,2494.0,102.0,8.0,1,0,0,0,1,0,0,0
8.9,2019.0,7000,1,28.4,1248.0,74.02,5.0,1,0,0,0,1,0,0,0
18.9,2015.0,39000,0,19.59,1995.0,184.0,5.0,1,0,0,0,1,0,0,0
7.0,2015.0,40000,1,15.1,2179.0,140.0,7.0,0,1,0,0,1,0,0,0
0.65,2007.0,80000,1,17.88,1396.0,52.8,5.0,1,0,0,0,1,0,0,0
9.0,2018.0,100000,1,28.4,1248.0,74.02,5.0,0,1,0,0,1,0,0,0
3.75,2009.0,81789,0,15.5,1896.0,105.0,5.0,1,0,0,0,1,0,0,0
3.5,2013.0,70000,1,19.1,1197.0,85.8,5.0,0,1,0,0,0,0,0,1
1.0,2006.0,48000,1,13.8,1299.0,70.0,5.0,0,1,0,0,0,0,0,1
3.45,2012.0,65000,1,21.12,1248.0,88.8,5.0,1,0,0,0,1,0,0,0
2.6,2012.0,52000,1,21.1,814.0,55.2,5.0,1,0,0,0,0,0,0,1
3.5,2010.0,350000,1,17.5,1896.0,106.0,5.0,1,0,0,0,1,0,0,0
5.5,2019.0,23000,1,20.0,999.0,72.0,7.0,0,1,0,0,0,0,0,1
1.25,2010.0,72000,1,26.83,796.0,38.4,5.0,0,1,0,1,0,0,0,0
4.0,2012.0,80000,1,20.5,1598.0,103.5,5.0,0,1,0,0,1,0,0,0
7.3,2019.0,6500,1,21.1,998.0,100.5,5.0,0,1,0,0,0,0,0,1
2.59,2014.0,36976,1,19.81,1086.0,68.05,5.0,1,0,0,0,0,0,0,1
2.2,2016.0,10000,1,25.17,799.0,53.3,5.0,0,1,0,0,0,0,0,1
1.85,2012.0,38000,1,21.1,814.0,55.2,5.0,1,0,0,0,0,0,0,1
21.0,2016.0,120000,0,10.91,3198.0,197.0,7.0,1,0,0,0,1,0,0,0
4.0,2014.0,50000,1,18.9,1197.0,82.0,5.0,0,1,0,0,0,0,0,1
1.6,2008.0,150000,1,12.4,2956.0,70.0,9.0,0,1,0,0,1,0,0,0
5.2,2014.0,85000,1,26.0,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
3.5,2016.0,27000,1,25.17,799.0,53.3,5.0,1,0,0,0,0,0,0,1
4.6,2018.0,27120,1,23.84,1199.0,84.0,5.0,1,0,0,0,0,0,0,1
7.75,2018.0,37000,0,28.4,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
11.5,2017.0,25000,1,16.0,2179.0,140.0,7.0,1,0,0,0,1,0,0,0
6.0,2018.0,50000,1,28.4,1248.0,74.02,5.0,0,1,0,0,1,0,0,0
8.0,2016.0,122000,1,26.0,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
5.0,2017.0,61000,1,23.59,1364.0,67.04,5.0,1,0,0,0,1,0,0,0
7.65,2018.0,32525,1,16.5,1493.0,70.0,7.0,1,0,0,0,1,0,0,0
7.1,2018.0,20000,1,28.4,1248.0,74.02,5.0,0,1,0,0,1,0,0,0
3.25,2012.0,62230,1,20.0,1399.0,68.05,5.0,1,0,0,0,1,0,0,0
1.3,2009.0,68000,1,19.7,796.0,46.3,5.0,0,1,0,0,0,0,0,1
1.4,2008.0,35000,1,19.7,796.0,46.3,5.0,0,1,0,0,0,0,0,1
4.5,2013.0,38000,1,16.8,1497.0,116.3,5.0,1,0,0,0,0,0,0,1
2.5,2012.0,45160,1,20.36,1197.0,78.9,5.0,1,0,0,0,0,0,0,1
0.98,2005.0,50000,1,15.3,1341.0,83.0,5.0,1,0,0,0,0,0,0,1
5.11,2014.0,35000,1,26.0,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
3.7,2013.0,61500,0,16.95,1197.0,78.9,5.0,1,0,0,0,0,0,0,1
6.2,2018.0,45000,1,16.5,1493.0,70.0,7.0,0,1,0,0,1,0,0,0
5.5,2015.0,50000,1,25.2,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
3.8,2018.0,100000,1,25.4,1186.0,73.97,5.0,0,1,0,0,1,0,0,0
5.49,2019.0,47001,1,25.8,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
2.1,2010.0,80000,1,20.0,1399.0,68.0,5.0,0,1,0,0,1,0,0,0
2.4,2014.0,88000,1,20.0,1399.0,68.05,5.0,0,1,0,0,1,0,0,0
3.49,2018.0,14001,0,23.0,999.0,67.0,5.0,1,0,0,0,0,0,0,1
4.75,2015.0,69000,0,18.9,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
1.5,2008.0,70000,1,17.92,1086.0,62.1,5.0,1,0,0,0,0,0,0,1
15.26,2019.0,50000,1,13.68,2393.0,147.8,8.0,0,1,0,0,1,0,0,0
6.48,2017.0,70000,1,28.4,1248.0,74.02,5.0,0,1,0,0,1,0,0,0
7.85,2016.0,80000,1,17.8,1497.0,117.3,5.0,0,1,0,0,0,0,0,1
4.6,2015.0,25000,1,20.4,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
3.7,2018.0,25000,0,24.04,999.0,67.0,5.0,1,0,0,0,0,0,0,1
5.25,2015.0,142000,1,21.7,1498.0,98.96,5.0,1,0,0,0,1,0,0,0
5.25,2014.0,54000,1,19.1,1197.0,81.86,5.0,1,0,0,0,0,0,0,1
11.5,2019.0,10000,0,18.19,1197.0,103.2,5.0,1,0,0,0,0,0,0,1
3.22,2019.0,15000,1,15.37,1196.0,73.0,5.0,0,1,0,0,0,0,0,1
4.5,2014.0,20000,1,15.0,1598.0,103.6,5.0,0,1,0,0,0,0,0,1
5.0,2016.0,40000,1,20.85,1197.0,83.14,5.0,0,1,0,0,0,0,0,1
5.35,2018.0,25000,1,18.6,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
4.0,2011.0,17000,0,16.8,1497.0,118.0,5.0,0,1,0,0,0,0,0,1
6.99,2018.0,1493,1,18.6,1197.0,81.83,5.0,1,0,0,0,0,0,0,1
3.99,2016.0,48000,1,19.81,1086.0,68.05,5.0,1,0,0,0,0,0,0,1
5.35,2017.0,30000,1,17.0,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
2.15,2015.0,48000,1,22.74,796.0,47.3,5.0,1,0,0,0,0,0,0,1
7.0,2015.0,58376,1,16.55,2498.0,105.0,7.0,1,0,0,0,1,0,0,0
16.1,2013.0,35000,0,15.73,1968.0,174.33,5.0,1,0,0,0,1,0,0,0
10.25,2019.0,21000,1,17.8,1497.0,117.3,5.0,1,0,0,0,0,0,0,1
4.45,2012.0,68000,1,13.6,2523.0,63.0,7.0,1,0,0,0,1,0,0,0
15.6,2019.0,5000,1,16.1,1353.0,138.0,5.0,0,1,0,0,0,0,0,1
15.75,2018.0,13000,0,14.62,1999.0,149.92,5.0,0,1,0,0,0,0,0,1
12.0,2017.0,51000,1,15.4,1997.0,120.0,7.0,0,1,0,0,1,0,0,0
2.35,2009.0,71000,1,20.35,1197.0,81.86,5.0,1,0,0,0,0,0,0,1
5.75,2017.0,55000,1,17.8,1497.0,117.3,5.0,1,0,0,0,0,0,0,1
8.0,2019.0,10000,1,24.4,1498.0,98.63,5.0,0,1,0,0,1,0,0,0
2.1,2013.0,25000,1,21.1,814.0,55.2,5.0,0,1,0,0,0,0,1,0
1.6,2007.0,90000,1,17.8,1399.0,68.0,5.0,0,1,0,0,1,0,0,0
8.0,2017.0,60000,1,24.52,1248.0,88.5,7.0,0,1,0,0,1,0,0,0
5.5,2015.0,54000,1,24.2,1498.0,98.6,7.0,1,0,0,0,1,0,0,0
8.3,2015.0,165000,1,12.99,2494.0,100.6,7.0,0,1,0,0,1,0,0,0
2.25,2011.0,56787,1,21.1,1197.0,85.8,5.0,1,0,0,0,0,0,0,1
3.25,2013.0,35000,1,17.0,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
7.25,2016.0,64000,1,24.3,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
6.25,2018.0,47230,1,22.0,1197.0,81.8,5.0,1,0,0,0,0,0,0,1
7.25,2018.0,23167,1,21.56,1462.0,103.25,5.0,1,0,0,0,0,0,0,1
4.25,2017.0,22115,1,20.89,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
6.32,2019.0,38000,1,20.4,1197.0,81.8,5.0,1,0,0,0,0,0,0,1
1.75,2007.0,53000,1,21.79,998.0,67.05,5.0,1,0,0,0,0,0,0,1
18.49,2018.0,27000,0,11.36,2755.0,171.5,7.0,1,0,0,0,1,0,0,0
2.7,2011.0,62540,1,18.5,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
13.5,2017.0,20000,0,16.0,1997.0,140.0,7.0,0,1,0,0,1,0,0,0
2.5,2016.0,50000,1,21.1,814.0,55.2,5.0,0,1,0,0,0,0,0,1
1.56,2011.0,15000,1,19.7,796.0,46.3,5.0,0,1,0,0,0,0,0,1
1.5,2010.0,80000,1,15.6,1196.0,70.0,5.0,0,1,0,0,0,0,0,1
8.95,2018.0,22000,1,25.5,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
6.0,2016.0,36908,1,15.4,1997.0,120.0,9.0,1,0,0,0,1,0,0,0
5.4,2016.0,35000,1,23.59,1364.0,67.04,5.0,1,0,0,0,1,0,0,0
4.5,2015.0,70000,1,20.85,1197.0,83.14,5.0,0,1,0,0,0,0,0,1
4.6,2013.0,58000,1,22.07,1199.0,73.9,5.0,1,0,0,0,1,0,0,0
2.75,2013.0,120000,1,20.3,1248.0,75.0,5.0,0,1,0,0,1,0,0,0
3.95,2012.0,47000,1,16.8,1497.0,116.4,5.0,1,0,0,0,0,0,0,1
3.25,2011.0,89000,1,17.0,1896.0,105.0,5.0,1,0,0,0,1,0,0,0
12.0,2011.0,196777,1,11.5,2982.0,171.0,7.0,1,0,0,0,1,0,0,0
5.0,2018.0,40000,1,18.9,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
14.95,2015.0,22800,0,20.38,1968.0,143.0,5.0,1,0,0,0,1,0,0,0
5.55,2018.0,50000,1,25.32,1198.0,77.0,6.0,1,0,0,0,1,0,0,0
3.0,2016.0,80000,1,17.57,1193.0,88.7,5.0,0,1,0,0,0,0,0,1
9.95,2012.0,34000,0,13.2,1995.0,170.0,5.0,1,0,0,0,1,0,0,0
5.15,2016.0,40000,1,25.8,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
4.5,2019.0,15000,1,23.1,998.0,67.04,5.0,0,1,0,0,0,0,0,1
2.5,2006.0,340000,1,13.6,2523.0,63.0,7.0,0,1,0,0,1,0,0,0
2.5,2017.0,15000,1,16.8,796.0,34.2,5.0,0,1,0,0,0,0,0,1
3.75,2015.0,167500,1,24.4,1120.0,71.0,5.0,0,1,0,0,1,0,0,0
3.25,2016.0,16000,1,24.7,796.0,47.3,5.0,1,0,0,0,0,0,0,1
0.8,2006.0,90000,1,17.3,1061.0,57.5,5.0,0,1,0,0,0,0,1,0
6.5,2016.0,80000,1,24.3,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
3.0,2006.0,40000,1,17.7,1497.0,78.0,5.0,0,1,0,0,0,0,0,1
3.25,2013.0,70000,1,23.4,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
7.5,2017.0,143000,1,25.1,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
6.25,2015.0,80000,1,20.77,1248.0,88.76,7.0,0,1,0,0,1,0,0,0
2.5,2017.0,20000,1,24.7,796.0,47.3,5.0,0,1,0,0,0,0,0,1
6.99,2017.0,33000,1,25.5,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
4.5,2015.0,30000,1,18.16,1196.0,86.8,5.0,0,1,0,0,0,0,0,1
7.0,2018.0,70000,1,14.1,2179.0,147.94,7.0,0,1,0,0,1,0,0,0
1.7,2013.0,52000,1,16.6,1405.0,70.0,5.0,1,0,0,0,1,0,0,0
2.5,2012.0,154600,1,19.3,1248.0,73.9,5.0,0,1,0,0,1,0,0,0
6.25,2015.0,66392,1,21.19,1396.0,88.73,5.0,1,0,0,0,1,0,0,0
11.0,2018.0,38000,1,21.9,1498.0,98.6,7.0,1,0,0,0,1,0,0,0
5.0,2015.0,120000,1,20.14,1498.0,88.8,5.0,0,1,0,0,1,0,0,0
5.5,2018.0,50000,1,20.14,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
7.0,2015.0,60000,1,28.09,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
29.0,2017.0,20000,0,13.2,1995.0,170.0,5.0,1,0,0,0,1,0,0,0
8.95,2016.0,27000,1,14.28,1798.0,138.03,5.0,1,0,0,0,0,0,0,1
8.5,2015.0,80000,1,15.4,2179.0,120.0,7.0,0,1,0,0,1,0,0,0
3.75,2014.0,68000,1,20.54,1598.0,103.6,5.0,1,0,0,0,1,0,0,0
4.65,2012.0,70000,1,12.05,2179.0,120.0,8.0,0,1,0,0,1,0,0,0
4.5,2012.0,80000,1,15.96,2523.0,62.1,7.0,0,1,0,0,1,0,0,0
3.5,2014.0,60000,1,17.21,1493.0,100.0,7.0,1,0,0,0,1,0,0,0
5.5,2018.0,40000,1,20.3,1199.0,84.0,5.0,0,1,0,0,0,0,0,1
6.25,2014.0,56467,1,15.96,2523.0,62.1,7.0,1,0,0,0,1,0,0,0
7.5,2018.0,20000,1,16.5,1493.0,70.0,7.0,0,1,0,0,1,0,0,0
5.25,2015.0,107107,1,15.96,2523.0,62.1,7.0,1,0,0,0,1,0,0,0
3.69,2016.0,60000,1,20.85,1197.0,83.14,5.0,0,1,0,0,0,0,0,1
2.65,2015.0,14000,0,18.57,1198.0,76.43,7.0,1,0,0,0,0,0,0,1
2.0,2015.0,30000,1,25.17,799.0,53.3,5.0,0,1,0,0,0,0,0,1
3.35,2016.0,38000,1,21.79,998.0,67.05,5.0,1,0,0,0,0,0,0,1
3.15,2011.0,94991,1,18.6,1197.0,85.8,5.0,1,0,0,0,0,0,0,1
4.9,2019.0,3300,1,19.83,1198.0,67.0,5.0,0,1,0,0,0,0,0,1
8.75,2016.0,120000,1,19.67,1582.0,126.2,5.0,0,1,0,0,1,0,0,0
19.0,2019.0,10000,0,11.36,2755.0,171.5,7.0,1,0,0,0,1,0,0,0
12.25,2010.0,182432,1,11.5,2982.0,171.0,7.0,1,0,0,0,1,0,0,0
10.0,2019.0,35000,1,22.1,1396.0,88.7,5.0,0,1,0,0,1,0,0,0
