selling_price,year,km_driven,transmission_type,mileage,engine,max_power,seats,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol
3.9,2016.0,48805,1,24.52,1248.0,88.5,7.0,0,1,0,0,1,0,0,0
3.95,2013.0,37000,1,18.5,1197.0,82.9,5.0,1,0,0,0,0,0,0,1
4.0,2014.0,40000,1,20.51,998.0,67.04,5.0,0,1,0,0,0,0,0,1
5.25,2012.0,75000,0,20.0,1968.0,138.1,5.0,1,0,0,0,1,0,0,0
61.99,2018.0,19000,0,17.9,2143.0,201.15,5.0,1,0,0,0,1,0,0,0
6.5,2009.0,114000,0,12.05,1995.0,154.0,5.0,1,0,0,0,0,0,0,1
4.85,2013.0,108000,1,22.9,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
6.15,2018.0,31909,1,18.7,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
4.25,2012.0,80000,1,28.4,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
6.49,2015.0,85000,1,15.96,2523.0,62.1,7.0,1,0,0,0,1,0,0,0
7.28,2016.0,58400,1,28.09,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
6.85,2018.0,9800,1,24.0,1186.0,73.97,5.0,1,0,0,0,1,0,0,0
2.55,2009.0,70000,1,16.8,1493.0,110.0,5.0,1,0,0,0,1,0,0,0
5.95,2016.0,64865,1,17.3,1497.0,117.3,7.0,1,0,0,0,0,0,0,1
2.5,2010.0,73912,1,17.5,1896.0,106.0,5.0,1,0,0,0,1,0,0,0
7.0,2011.0,20000,0,17.2,1968.0,138.1,5.0,0,1,0,0,1,0,0,0
3.0,2011.0,40200,1,15.5,1586.0,103.3,5.0,0,1,0,0,0,0,0,1
2.51,2013.0,110000,1,22.1,1248.0,76.9,5.0,0,1,0,0,1,0,0,0
57.5,2020.0,5945,0,17.09,1995.0,188.0,4.0,1,0,0,0,1,0,0,0
6.75,2010.0,145000,1,12.99,2494.0,100.0,8.0,1,0,0,0,1,0,0,0
2.95,2012.0,28361,1,19.4,1198.0,86.8,5.0,1,0,0,0,0,0,0,1
9.5,2018.0,20572,0,24.3,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
6.75,2016.0,37000,1,25.2,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
2.15,2010.0,69000,1,19.0,998.0,66.1,5.0,1,0,0,0,0,0,0,1
8.5,2016.0,72447,1,24.52,1248.0,88.5,7.0,1,0,0,0,1,0,0,0
26.5,2015.0,67000,0,14.69,2993.0,258.0,5.0,1,0,0,0,1,0,0,0
4.2,2016.0,39000,1,20.51,998.0,67.04,5.0,0,1,0,0,0,0,0,1
13.55,2013.0,42000,0,18.88,1995.0,184.0,5.0,1,0,0,0,1,0,0,0
5.99,2013.0,65000,1,19.33,1968.0,138.03,5.0,1,0,0,0,1,0,0,0
4.3,2017.0,40000,1,19.44,1198.0,67.0,7.0,0,1,0,0,0,0,0,1
5.5,2014.0,86000,1,22.7,1498.0,89.84,5.0,1,0,0,0,1,0,0,0
3.5,2011.0,32000,1,18.6,1197.0,85.8,5.0,1,0,0,0,0,0,0,1
9.25,2015.0,69000,1,12.8,2494.0,102.0,8.0,1,0,0,0,1,0,0,0
4.5,2017.0,15000,1,15.8,1172.0,67.1,5.0,1,0,0,0,0,0,0,1
4.45,2013.0,14258,1,18.6,1197.0,81.83,5.0,1,0,0,0,0,0,0,1
3.85,2017.0,17000,0,24.04,999.0,67.0,5.0,1,0,0,0,0,0,0,1
4.85,2013.0,83469,1,20.34,1498.0,103.2,5.0,1,0,0,0,1,0,0,0
1.5,2004.0,100000,1,11.3,1298.0,83.1,8.0,0,1,0,0,0,0,0,1
3.35,2017.0,40000,1,20.63,1198.0,67.06,5.0,0,1,0,0,0,0,0,1
66.0,2017.0,26000,0,17.66,2993.0,261.49,4.0,1,0,0,0,1,0,0,0
5.87,2018.0,20000,1,22.0,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
4.5,2015.0,80000,1,23.1,998.0,67.04,5.0,0,1,0,0,0,0,0,1
12.5,2016.0,76000,1,12.99,2494.0,100.6,8.0,1,0,0,0,1,0,0,0
6.28,2017.0,45000,1,17.8,1248.0,5.0,5.0,1,0,0,0,1,0,0,0
3.95,2019.0,10695,1,23.01,999.0,67.0,5.0,1,0,0,0,0,0,0,1
8.1,2018.0,35000,1,24.3,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
6.75,2010.0,94000,1,12.8,2494.0,102.0,8.0,1,0,0,0,1,0,0,0
22.0,2012.0,75000,0,11.8,2967.0,246.7,5.0,1,0,0,0,1,0,0,0
6.7,2017.0,50000,1,15.96,2523.0,63.0,9.0,0,1,0,0,1,0,0,0
3.25,2012.0,67000,1,20.5,1598.0,103.5,5.0,1,0,0,0,1,0,0,0
13.0,2011.0,70000,0,12.8,1968.0,167.6,5.0,1,0,0,0,1,0,0,0
6.75,2015.0,53698,1,28.09,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
11.35,2015.0,70000,1,12.8,2494.0,102.0,7.0,1,0,0,0,1,0,0,0
4.2,2013.0,154000,1,19.1,1197.0,85.8,5.0,0,1,0,0,0,0,0,1
4.75,2016.0,17000,1,17.71,1197.0,78.9,5.0,1,0,0,0,0,0,0,1
9.5,2018.0,16000,0,18.1,1496.0,105.94,5.0,1,0,0,0,0,0,0,1
3.95,2014.0,53000,1,21.94,1196.0,63.0,5.0,0,1,0,1,0,0,0,0
9.09,2013.0,100000,1,13.5,2477.0,175.56,7.0,0,1,0,0,1,0,0,0
3.5,2010.0,80000,0,14.8,1598.0,105.0,5.0,0,1,0,0,0,0,0,1
5.85,2015.0,44000,1,18.6,1197.0,81.83,5.0,1,0,0,0,0,0,0,1
3.65,2015.0,57000,1,19.49,1198.0,67.04,5.0,1,0,0,0,0,0,0,1
4.8,2014.0,80000,1,15.96,2523.0,62.1,7.0,0,1,0,0,1,0,0,0
8.85,2018.0,35522,1,22.0,1582.0,126.2,5.0,1,0,0,0,1,0,0,0
7.45,2014.0,65000,1,26.0,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
4.5,2017.0,24000,1,20.51,998.0,67.04,5.0,1,0,0,0,0,0,0,1
7.65,2017.0,46000,1,24.8,1396.0,88.7,5.0,1,0,0,0,1,0,0,0
7.9,2018.0,54695,1,21.19,1396.0,88.73,5.0,1,0,0,0,1,0,0,0
3.45,2010.0,55000,0,13.7,1798.0,157.75,5.0,0,1,0,0,0,0,0,1
7.9,2018.0,38340,1,27.39,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
4.1,2014.0,65500,0,16.5,1198.0,86.8,5.0,1,0,0,0,0,0,0,1
4.5,2013.0,27000,1,22.9,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
6.15,2014.0,69000,1,22.8,1373.0,80.9,7.0,1,0,0,1,0,0,0,0
2.6,2012.0,66500,1,19.81,1086.0,68.05,5.0,1,0,0,0,0,0,0,1
6.85,2016.0,27266,1,17.4,1497.0,117.3,5.0,1,0,0,0,0,0,0,1
14.5,2017.0,25216,0,16.0,1368.0,160.0,5.0,1,0,0,0,0,0,0,1
4.28,2016.0,50000,1,19.81,1086.0,68.05,5.0,0,1,0,0,0,0,0,1
4.0,2016.0,21000,1,18.15,1198.0,82.0,6.0,0,1,0,0,0,0,0,1
44.0,2015.0,53000,0,11.3,2987.0,254.8,7.0,1,0,0,0,1,0,0,0
7.5,2017.0,68000,1,28.09,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
78.0,2013.0,75000,0,13.33,2993.0,244.1,5.0,1,0,0,0,1,0,0,0
7.25,2017.0,27826,0,19.0,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
7.95,2018.0,19000,1,17.5,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
1.95,2008.0,83000,1,16.1,1476.3274007038713,5.0,5.0,1,0,0,0,0,0,0,1
9.95,2014.0,86606,1,12.99,2494.0,100.6,7.0,1,0,0,0,1,0,0,0
6.75,2011.0,83000,0,17.2,1968.0,138.1,5.0,1,0,0,0,1,0,0,0
2.75,2010.0,76000,1,15.5,1586.0,103.3,5.0,1,0,0,0,0,0,0,1
4.4,2014.0,35734,1,21.21,1197.0,81.8,5.0,1,0,0,0,0,0,0,1
5.75,2015.0,50000,0,19.0,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
2.5,2011.0,80000,1,20.92,998.0,67.1,5.0,0,1,0,0,0,0,0,1
6.5,2016.0,57000,1,22.54,1396.0,88.73,5.0,1,0,0,0,1,0,0,0
8.5,2014.0,30000,1,12.99,2494.0,100.6,7.0,1,0,0,0,1,0,0,0
5.0,2013.0,90000,1,23.4,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
4.8,2018.0,28000,1,18.9,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
3.65,2016.0,49000,1,26.6,998.0,58.16,5.0,1,0,0,1,0,0,0,0
39.45,2017.0,31000,0,18.12,1995.0,190.0,5.0,1,0,0,0,1,0,0,0
5.5,2016.0,90000,0,21.66,1498.0,103.52,5.0,0,1,0,0,1,0,0,0
3.0,2010.0,102000,1,21.9,1396.0,90.0,5.0,0,1,0,0,1,0,0,0
7.0,2019.0,25000,1,25.2,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
3.5,2013.0,110000,1,17.21,1493.0,100.0,7.0,0,1,0,0,1,0,0,0
8.25,2010.0,97547,0,16.07,1995.0,181.0,5.0,1,0,0,0,1,0,0,0
5.79,2015.0,40864,1,17.4,1497.0,117.3,5.0,1,0,0,0,0,0,0,1
3.35,2013.0,115000,1,18.3,1197.0,5.0,5.0,1,0,0,0,0,0,0,1
2.0,2012.0,51000,1,18.9,998.0,67.1,5.0,0,1,0,0,0,0,0,1
18.0,2014.0,25000,0,15.73,1968.0,174.33,5.0,0,1,0,0,1,0,0,0
4.55,2018.0,36274,1,26.6,998.0,58.16,5.0,1,0,0,1,0,0,0,0
5.65,2014.0,39000,0,17.21,1197.0,103.6,5.0,1,0,0,0,0,0,0,1
2.75,2011.0,50000,1,20.51,998.0,67.04,5.0,1,0,0,0,0,0,0,1
5.0,2016.0,15000,1,18.7,1199.0,88.7,5.0,0,1,0,0,0,0,0,1
17.5,2017.0,60000,1,13.68,2393.0,147.51,7.0,1,0,0,0,1,0,0,0
3.4,2016.0,50700,1,23.01,999.0,67.0,5.0,1,0,0,0,0,0,0,1
6.65,2019.0,40000,1,27.28,1047.0,69.0,5.0,0,1,0,0,1,0,0,0
2.35,2016.0,79000,1,22.7,799.0,53.64,5.0,1,0,0,0,0,0,0,1
6.1,2012.0,67235,1,25.47,1248.0,88.5,7.0,1,0,0,0,1,0,0,0
5.21,2014.0,115000,1,23.4,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
6.15,2015.0,56000,0,18.19,1197.0,103.2,5.0,1,0,0,0,0,0,0,1
9.2,2018.0,70000,1,22.54,1396.0,88.73,5.0,0,1,0,0,1,0,0,0
17.75,2017.0,40004,1,13.68,2393.0,147.8,8.0,1,0,0,0,1,0,0,0
5.25,2013.0,69141,1,22.7,1498.0,89.84,5.0,1,0,0,0,1,0,0,0
39.0,2016.0,14000,0,16.1,1950.0,191.7,5.0,0,1,0,0,1,0,0,0
6.45,2016.0,35701,1,20.73,1373.0,91.1,5.0,0,0,1,0,0,0,0,1
8.99,2014.0,110000,0,14.53,1794.0,138.1,5.0,1,0,0,0,0,0,0,1
19.75,2017.0,37000,0,14.67,1798.0,177.46,5.0,1,0,0,0,0,0,0,1
10.0,2010.0,65000,0,10.8,2497.0,215.0,5.0,0,1,0,0,0,0,0,1
8.2,2016.0,19000,0,18.0,1497.0,117.3,5.0,1,0,0,0,0,0,0,1
3.25,2016.0,72000,1,21.1,814.0,55.2,5.0,1,0,0,0,0,0,0,1
2.85,2017.0,75000,1,22.7,799.0,53.0,5.0,1,0,0,0,0,0,0,1
13.25,2018.0,9800,1,16.0,1368.0,160.0,5.0,1,0,0,0,0,0,0,1
4.15,2017.0,37000,1,26.6,998.0,58.16,5.0,1,0,0,1,0,0,0,0
1.6,2010.0,25152,1,19.7,1476.3274007038713,5.0,5.0,1,0,0,0,0,0,0,1
4.25,2014.0,82500,1,23.4,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
7.4,2016.0,33582,0,19.12,1373.0,91.1,5.0,1,0,0,0,0,0,0,1
11.1,2015.0,41000,0,19.3,1968.0,141.0,5.0,1,0,0,0,1,0,0,0
8.25,2017.0,24000,1,19.01,1462.0,103.26,7.0,1,0,0,0,0,0,0,1
7.25,2018.0,60000,1,21.5,1497.0,108.5,5.0,0,1,0,0,1,0,0,0
4.5,2014.0,51000,1,17.6,1496.0,5.0,5.0,1,0,0,0,0,0,0,1
34.95,2014.0,33000,0,16.46,2993.0,258.0,5.0,1,0,0,0,1,0,0,0
7.95,2015.0,29675,0,18.0,1497.0,117.3,5.0,1,0,0,0,0,0,0,1
69.99,2017.0,8000,0,10.75,2979.0,429.0,5.0,1,0,0,0,0,0,0,1
4.75,2015.0,38000,1,19.1,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
54.0,2018.0,18500,0,9.43,1999.0,237.4,5.0,1,0,0,0,0,0,0,1
3.95,2016.0,14286,1,23.1,998.0,67.04,5.0,1,0,0,0,0,0,0,1
7.39,2018.0,40000,1,21.9,1396.0,88.76,5.0,1,0,0,0,1,0,0,0
3.95,2011.0,64000,1,19.3,1248.0,73.9,5.0,1,0,0,0,1,0,0,0
13.5,2012.0,33999,1,12.3,1796.0,185.0,5.0,1,0,0,0,0,0,0,1
32.0,2017.0,7000,0,13.79,1998.0,192.0,5.0,1,0,0,0,0,0,0,1
4.0,2013.0,40000,1,19.1,1197.0,85.8,5.0,0,1,0,0,0,0,0,1
7.0,2014.0,35000,1,13.58,2499.0,72.4,9.0,0,1,0,0,1,0,0,0
3.95,2011.0,53000,1,22.9,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
3.94,2018.0,23150,0,23.95,998.0,67.1,5.0,1,0,0,0,0,0,0,1
4.75,2015.0,46450,1,19.1,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
13.75,2018.0,15001,1,17.3,1497.0,121.0,7.0,1,0,0,0,1,0,0,0
12.0,2015.0,63000,1,12.99,2494.0,100.6,8.0,1,0,0,0,1,0,0,0
18.95,2017.0,65029,0,13.8,2999.0,175.0,7.0,1,0,0,0,1,0,0,0
5.0,2018.0,32400,0,23.84,1199.0,83.83,5.0,1,0,0,0,0,0,0,1
25.0,2018.0,58077,0,16.65,1968.0,141.0,5.0,1,0,0,0,1,0,0,0
5.9,2016.0,61000,1,28.4,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
3.21,2014.0,41600,1,15.37,1196.0,73.0,7.0,1,0,0,0,0,0,0,1
2.4,2010.0,48300,1,18.9,998.0,67.1,5.0,0,1,0,0,0,0,0,1
43.99,2011.0,120000,0,8.0,4461.0,210.0,8.0,1,0,0,0,1,0,0,0
7.45,2019.0,5000,1,21.21,1197.0,81.8,5.0,0,1,0,0,0,0,0,1
8.35,2013.0,105487,1,12.99,2494.0,100.0,8.0,1,0,0,0,1,0,0,0
4.6,2015.0,18056,1,20.4,1197.0,83.11,5.0,1,0,0,0,0,0,0,1
4.8,2009.0,200000,1,12.8,2494.0,102.0,7.0,0,1,0,0,1,0,0,0
1.3,2009.0,120000,1,16.8,1405.0,62.0,5.0,0,1,0,0,1,0,0,0
24.75,2016.0,45000,0,13.0,2143.0,204.0,5.0,1,0,0,0,1,0,0,0
4.35,2011.0,55000,1,14.53,1798.0,138.1,5.0,1,0,0,0,0,0,0,1
4.45,2014.0,73000,1,16.47,1198.0,74.0,5.0,1,0,0,0,0,0,0,1
2.5,2008.0,15000,1,13.6,2523.0,63.0,7.0,0,1,0,0,1,0,0,0
21.9,2019.0,54287,1,13.68,2393.0,147.8,7.0,1,0,0,0,1,0,0,0
14.0,2018.0,40000,0,17.6,2179.0,153.86,7.0,1,0,0,0,1,0,0,0
46.5,2018.0,43000,0,18.59,2993.0,261.49,5.0,1,0,0,0,1,0,0,0
10.0,2011.0,90000,0,14.94,2143.0,204.0,5.0,1,0,0,0,1,0,0,0
28.5,2017.0,46000,0,22.48,1995.0,187.74,5.0,1,0,0,0,1,0,0,0
4.35,2013.0,37900,1,21.9,1396.0,88.8,5.0,1,0,0,0,1,0,0,0
17.25,2015.0,81000,0,19.16,2494.0,157.7,5.0,1,0,0,0,0,0,0,1
5.59,2016.0,14550,1,21.4,1197.0,83.1,5.0,1,0,0,0,0,0,0,1
7.8,2016.0,41000,1,17.5,1373.0,80.46,7.0,0,1,0,1,0,0,0,0
6.5,2015.0,78286,1,22.8,1373.0,80.9,7.0,1,0,0,1,0,0,0,0
13.5,2013.0,102007,0,20.68,1995.0,188.0,5.0,1,0,0,0,1,0,0,0
7.7,2018.0,16443,1,19.1,1368.0,98.6,5.0,1,0,0,0,0,0,0,1
11.5,2019.0,10000,0,18.0,1497.0,117.6,5.0,0,1,0,0,0,0,0,1
2.75,2013.0,65000,1,22.1,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
2.98,2013.0,39757,1,20.51,998.0,67.04,5.0,1,0,0,0,0,0,0,1
10.25,2018.0,61000,1,24.3,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
8.5,2014.0,85000,1,15.1,2179.0,140.0,7.0,1,0,0,0,1,0,0,0
4.6,2015.0,50000,1,17.5,1298.0,85.8,5.0,0,1,0,0,0,0,0,1
3.0,2013.0,39600,1,15.37,1196.0,73.0,5.0,1,0,0,0,0,0,0,1
1.6,2010.0,60000,1,17.92,1086.0,62.1,5.0,0,1,0,0,0,0,0,1
2.65,2011.0,40000,1,25.44,936.0,57.6,5.0,1,0,0,0,1,0,0,0
3.7,2015.0,52606,1,18.9,998.0,67.1,5.0,1,0,0,0,0,0,0,1
12.5,2011.0,70000,0,18.48,17.0,5.0,5.0,1,0,0,0,1,0,0,0
13.45,2012.0,68370,0,17.11,1968.0,174.33,5.0,1,0,0,0,1,0,0,0
6.55,2015.0,70000,1,26.0,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
4.75,2016.0,30000,1,25.32,1198.0,77.0,6.0,0,1,0,0,1,0,0,0
4.15,2015.0,80000,1,24.0,1120.0,70.0,5.0,0,1,0,0,1,0,0,0
2.75,2011.0,73320,1,20.0,1399.0,68.0,5.0,1,0,0,0,1,0,0,0
3.5,2006.0,146000,1,12.8,2494.0,102.0,7.0,1,0,0,0,1,0,0,0
8.0,2016.0,80000,1,24.52,1248.0,88.5,7.0,0,1,0,0,1,0,0,0
4.11,2012.0,70000,1,22.9,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
5.45,2014.0,73000,1,26.21,1248.0,88.5,5.0,0,1,0,0,1,0,0,0
6.0,2016.0,50000,1,22.54,1396.0,88.73,5.0,0,1,0,0,1,0,0,0
5.5,2018.0,35000,1,20.14,1197.0,81.86,5.0,0,1,0,0,0,0,0,1
3.04,2011.0,60000,1,21.1,1248.0,73.9,5.0,0,1,0,0,1,0,0,0
23.75,2013.0,76000,0,15.26,2143.0,203.2,5.0,1,0,0,0,1,0,0,0
1.45,2007.0,17000,1,19.7,796.0,46.3,5.0,1,0,0,0,0,0,0,1
3.8,2012.0,68000,1,21.64,1461.0,84.8,5.0,1,0,0,0,1,0,0,0
3.25,2011.0,50000,1,16.2,1493.0,110.0,5.0,0,1,0,0,1,0,0,0
5.25,2014.0,77000,1,25.2,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
2.9,2013.0,13450,1,19.81,1086.0,68.05,5.0,1,0,0,0,0,0,0,1
10.0,2019.0,23000,1,25.5,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
5.25,2014.0,95000,1,20.54,1598.0,103.6,5.0,1,0,0,0,1,0,0,0
3.5,2013.0,55713,1,17.0,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
1.55,2011.0,49100,1,19.7,796.0,46.3,5.0,1,0,0,0,0,0,0,1
6.75,2012.0,73000,0,16.96,1968.0,138.1,5.0,1,0,0,0,1,0,0,0
5.0,2012.0,80000,1,12.2,2498.0,112.0,8.0,0,1,0,0,1,0,0,0
4.45,2015.0,24000,1,19.1,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
53.85,2016.0,56000,0,16.46,2993.0,258.0,5.0,1,0,0,0,1,0,0,0
6.35,2017.0,18500,0,18.9,1197.0,81.86,5.0,1,0,0,0,0,0,0,1
8.25,2016.0,51000,1,24.3,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
8.55,2019.0,20000,0,28.4,1248.0,74.02,5.0,1,0,0,0,1,0,0,0
5.5,2016.0,48000,1,27.3,1498.0,98.6,5.0,1,0,0,0,1,0,0,0
5.5,2014.0,71000,0,21.66,1498.0,103.52,5.0,1,0,0,0,1,0,0,0
4.65,2019.0,34197,1,16.11,1196.0,72.42,5.0,1,0,0,0,0,0,0,1
5.8,2016.0,27000,1,17.0,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
5.04,2015.0,70585,0,16.9,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
17.65,2016.0,72000,1,13.68,2393.0,147.51,7.0,1,0,0,0,1,0,0,0
27.5,2011.0,54570,0,10.5,2993.0,271.2,4.0,1,0,0,0,1,0,0,0
5.5,2016.0,50000,1,17.0,1197.0,80.0,5.0,1,0,0,0,0,0,0,1
4.7,2013.0,49944,1,13.14,1798.0,160.0,5.0,1,0,0,0,0,0,0,1
6.5,2015.0,12000,1,19.1,1197.0,85.8,5.0,0,1,0,0,0,0,0,1
3.0,2016.0,30000,1,19.44,1198.0,67.0,7.0,0,1,0,0,0,0,0,1
6.0,2016.0,60000,0,21.4,1197.0,83.1,5.0,0,1,0,0,0,0,0,1
9.5,2017.0,35000,1,24.52,1248.0,88.5,7.0,0,1,0,0,1,0,0,0
3.95,2015.0,12450,1,20.36,1197.0,78.9,5.0,1,0,0,0,0,0,0,1
4.95,2017.0,7500,1,18.9,1197.0,81.86,5.0,1,0,0,0,0,0,0,1
6.88,2016.0,80000,0,22.0,1498.0,108.495,5.0,1,0,0,0,1,0,0,0
4.51,2016.0,15680,0,20.51,998.0,67.04,5.0,1,0,0,0,0,0,0,1
9.0,2018.0,15000,1,17.0,1497.0,121.36,5.0,0,1,0,0,0,0,0,1
3.6,2013.0,208000,1,23.4,1248.0,74.0,5.0,0,1,0,0,1,0,0,0
5.5,2017.0,15000,0,18.9,1197.0,82.0,5.0,1,0,0,0,0,0,0,1
5.15,2013.0,58000,1,22.32,1582.0,126.3,5.0,1,0,0,0,1,0,0,0
5.75,2014.0,70310,1,23.4,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
3.9,2015.0,61000,1,20.88,1196.0,61.7,5.0,1,0,0,1,0,0,0,0
6.75,2017.0,44000,1,20.14,1498.0,88.0,5.0,1,0,0,0,1,0,0,0
5.25,2007.0,92000,0,11.0,2987.0,198.5,5.0,1,0,0,0,1,0,0,0
4.75,2014.0,39000,0,17.97,1498.0,99.61,5.0,1,0,0,0,0,0,0,1
8.95,2018.0,17000,1,24.3,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
2.6,2011.0,29000,1,21.79,998.0,67.05,5.0,1,0,0,0,0,0,0,1
22.75,2011.0,70000,0,7.81,5461.0,362.9,5.0,1,0,0,0,0,0,0,1
11.5,2016.0,38890,0,14.28,1798.0,138.03,5.0,1,0,0,0,0,0,0,1
1.49,2009.0,21000,1,15.8,1172.0,65.0,5.0,1,0,0,0,0,0,0,1
10.99,2014.0,69000,1,12.99,2494.0,100.6,8.0,1,0,0,0,1,0,0,0
4.14,2016.0,36100,1,26.6,998.0,58.16,5.0,1,0,0,1,0,0,0,0
7.3,2017.0,50000,1,19.3,1248.0,73.9,5.0,1,0,0,0,1,0,0,0
1.8,2008.0,50000,1,16.1,1476.3274007038713,5.0,5.0,0,1,0,0,0,0,0,1
2.65,2011.0,54028,1,18.8,1248.0,90.0,5.0,1,0,0,0,1,0,0,0
2.49,2010.0,114231,1,15.6,1196.0,70.0,5.0,1,0,0,0,0,0,0,1
2.8,2014.0,50000,1,19.09,1405.0,69.01,5.0,0,1,0,0,1,0,0,0
8.0,2017.0,44046,1,28.09,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
3.0,2013.0,50000,1,19.4,1405.0,70.0,5.0,0,1,0,0,1,0,0,0
6.0,2014.0,72264,1,22.8,1373.0,80.9,7.0,1,0,0,1,0,0,0,0
3.3,2017.0,15000,1,23.01,999.0,67.0,5.0,1,0,0,0,0,0,0,1
5.21,2012.0,72000,0,22.32,1582.0,126.32,5.0,1,0,0,0,1,0,0,0
8.0,2018.0,36000,1,24.3,1248.0,88.5,5.0,1,0,0,0,1,0,0,0
12.5,2011.0,67512,0,18.48,1995.0,177.0,5.0,1,0,0,0,1,0,0,0
2.25,2012.0,151350,1,19.4,1405.0,70.0,5.0,1,0,0,0,1,0,0,0
7.25,2017.0,19000,1,15.0,1598.0,103.6,5.0,1,0,0,0,0,0,0,1
34.0,2016.0,35000,0,18.56,1995.0,187.7,5.0,1,0,0,0,1,0,0,0
2.81,2014.0,28000,1,33.44,796.0,40.3,4.0,1,0,0,1,0,0,0,0
15.5,2013.0,48000,0,18.48,17.0,5.0,5.0,1,0,0,0,1,0,0,0
6.35,2018.0,17000,1,18.78,999.0,75.0,5.0,1,0,0,0,0,0,0,1
14.75,2014.0,54000,0,10.0,2148.0,170.0,5.0,1,0,0,0,1,0,0,0
5.0,2013.0,60000,1,16.55,2498.0,105.0,7.0,0,1,0,0,1,0,0,0
37.5,2016.0,46500,0,17.9,2143.0,201.15,5.0,1,0,0,0,1,0,0,0
6.95,2017.0,20000,0,19.0,1199.0,88.7,5.0,1,0,0,0,0,0,0,1
3.65,2011.0,60000,1,17.0,1497.0,118.0,5.0,1,0,0,0,0,0,0,1
3.5,2018.0,50000,1,25.17,799.0,53.3,5.0,0,1,0,0,0,0,0,1
6.35,2017.0,64874,1,25.2,1248.0,74.0,5.0,1,0,0,0,1,0,0,0
7.5,2016.0,19000,1,17.5,1373.0,91.1,7.0,0,1,0,0,0,0,0,1
2.8,2012.0,80000,1,23.2,1248.0,73.94,5.0,0,1,0,0,1,0,0,0
3.35,2011.0,70035,1,21.79,1248.0,88.73,5.0,1,0,0,0,1,0,0,0
3.5,2018.0,45000,1,25.17,799.0,53.3,5.0,0,1,0,0,0,0,0,1
6.0,2014.0,70000,1,26.0,1498.0,98.6,5.0,0,1,0,0,1,0,0,0
6.95,2016.0,64000,1,21.19,1396.0,88.73,5.0,1,0,0,0,1,0,0,0
4.21,2013.0,55322,1,16.47,1198.0,74.0,5.0,1,0,0,0,0,0,0,1
7.41,2018.0,19000,1,21.21,1197.0,81.8,5.0,1,0,0,0,0,0,0,1
4.85,2015.0,47000,1,15.0,1598.0,103.5,5.0,1,0,0,0,0,0,0,1
2.2,2007.0,77433,1,12.8,1493.0,100.0,5.0,1,0,0,0,0,0,0,1
8.1,2018.0,13000,1,18.49,1493.0,100.0,7.0,1,0,0,0,1,0,0,0
6.75,2018.0,16285,1,18.6,1197.0,81.83,5.0,1,0,0,0,0,0,0,1
2.9,2012.0,110000,1,13.93,2179.0,138.03,7.0,0,1,0,0,1,0,0,0
5.8,2014.0,72569,1,22.7,1498.0,89.84,5.0,1,0,0,0,1,0,0,0
16.99,2015.0,24589,0,16.6,1798.0,177.5,5.0,1,0,0,0,0,0,0,1
5.0,2014.0,55000,1,20.77,1248.0,88.76,7.0,1,0,0,0,1,0,0,0
3.0,2012.0,101991,1,21.12,1248.0,88.8,5.0,0,1,0,0,1,0,0,0
